	name	s
14679	propietary	0.3366288428740915
7344	fot	0.3366288428740915
14407	grips	0.3366288428740915
7105	medicore	0.3366288428740915
10295	esata	0.3366288428740915
9473	breakfast	0.3366288428740915
25126	untitled	0.3366288428740915
20065	reorder	0.3366288428740915
10188	blindingly	0.3366288428740915
25426	forecast	0.3366288428740915
852	rebuilt	0.3366288428740915
18716	wiped	0.3366288428740915
18720	comparing	0.3366288428740915
4	scold	0.3366288428740915
2350	unloaded	0.3366288428740915
8813	intermittant	0.3366288428740915
21674	reccommed	0.3366288428740915
24443	destructive	0.3378884125511093
15946	assess	0.35265878777285764
5820	afterthought	0.35265878777285764
20086	intelligible	0.35265878777285764
11534	stool	0.35265878777285764
18689	illogical	0.3526587877728578
2199	battle	0.3526587877728578
3651	warped	0.3526587877728578
5670	cyan	0.3640956906507348
27510	gigabeat	0.368688732671624
25180	uneventful	0.368688732671624
1819	plop	0.368688732671624
18260	ache	0.368688732671624
13430	emulate	0.368688732671624
9076	superglued	0.368688732671624
11124	wallet	0.368688732671624
1268	cranked	0.368688732671624
10255	drops	0.368688732671624
11970	query	0.3686887326716241
20452	hmmm	0.3686887326716241
4182	tout	0.372800960735767
16010	spew	0.3792663444278488
24272	nag	0.3978726947003725
3783	spontaneously	0.4005698408344007
25219	canadian	0.4005698408344008
1682	bulge	0.4024296043818448
8030	exorbitant	0.4087635949185395
23183	upshot	0.4087635949185395
14139	saddle	0.4087635949185397
15203	insted	0.4111186738958005
5131	screwed	0.4111186738958005
27853	minisd	0.4111186738958005
26382	insure	0.4111186738958005
10951	answering	0.4111186738958005
14661	pentium	0.4111186738958005
19697	hopeless	0.4111186738958005
12308	underlying	0.4111186738958006
16825	uneasy	0.4111186738958006
14732	sa	0.4111186738958006
1703	pressure	0.4111186738958006
27848	wished	0.4111186738958006
8957	backdoor	0.4111186738958006
19596	forum	0.4157638861227178
27884	forbid	0.4170323914242461
16908	circuit	0.4170323914242462
3089	michael	0.42925824467396745
6202	intolerable	0.4292582446739676
24275	nah	0.4328085122666889
14781	craftsmanship	0.4328085122666889
842	glean	0.4328085122666889
1344	expeditious	0.4328085122666889
13808	relent	0.4328085122666889
25456	undertake	0.4328085122666889
27520	unencrypted	0.4328085122666889
26784	jelly	0.4328085122666889
26796	incomparable	0.4328085122666889
2529	irresistable	0.4328085122666889
3235	succinctly	0.4328085122666889
399	honeymoon	0.4328085122666889
13869	grudgingly	0.4328085122666889
3006	diferent	0.4328085122666889
13677	inactive	0.4328085122666889
5572	absoulutely	0.4328085122666889
967	corrected	0.4328085122666889
13633	goodly	0.4328085122666889
2765	rws	0.4328085122666889
21713	wriggly	0.4328085122666889
997	hackable	0.4328085122666889
2760	evening	0.4328085122666889
24676	woke	0.4328085122666889
953	realplayer	0.4328085122666889
22352	rivet	0.4328085122666889
22072	stong	0.4328085122666889
5329	appart	0.4328085122666889
27150	molded	0.4328085122666889
1004	replied	0.4328085122666889
24973	dialup	0.4328085122666889
24568	shortfall	0.4328085122666889
10867	snuff	0.4328085122666889
10488	rightfully	0.4328085122666889
23735	harddisk	0.4328085122666889
22869	sofisticated	0.4328085122666889
2030	unrepairable	0.4328085122666889
14204	insipid	0.4328085122666889
15564	softer	0.4328085122666889
26106	bode	0.4328085122666889
4568	mailbox	0.4328085122666889
26379	judgment	0.4328085122666889
12141	quickscan	0.4328085122666889
1741	basiclly	0.4328085122666889
4115	angst	0.4328085122666889
481	skewed	0.4328085122666889
23159	nto	0.4328085122666889
23464	plummet	0.4328085122666889
14146	gurgly	0.4328085122666889
502	xtreme	0.4328085122666889
14160	appx	0.4328085122666889
3858	t43p	0.4328085122666889
4737	wrangle	0.4328085122666889
25878	lightness	0.4328085122666889
11287	overscan	0.4328085122666889
23295	memorise	0.4328085122666889
26696	mercifully	0.4328085122666889
15250	sicken	0.4328085122666889
24119	stale	0.4328085122666889
580	sorted	0.4328085122666889
12330	decease	0.4328085122666889
4932	babys	0.4328085122666889
10543	graininess	0.4328085122666889
13996	spindly	0.4328085122666889
12273	perplexed	0.4328085122666889
3691	subtotal	0.4328085122666889
13497	unhealthy	0.4328085122666889
16027	reinvent	0.4328085122666889
11129	bottomline	0.4328085122666889
12013	mindset	0.4328085122666889
2121	rustle	0.4328085122666889
12882	aastra	0.4328085122666889
24164	gimp	0.4328085122666889
15721	manuscript	0.4328085122666889
19558	nmea	0.4328085122666889
19870	portal	0.4328085122666889
19210	nary	0.4328085122666889
6559	submerged	0.4328085122666889
45	anycom	0.4328085122666889
18179	surrender	0.4328085122666889
17836	preffered	0.4328085122666889
6145	caveat	0.4328085122666889
23	crotch	0.4328085122666889
8263	ba	0.4328085122666889
21484	recopy	0.4328085122666889
21197	kdl	0.4328085122666889
6109	naval	0.4328085122666889
5673	oftentimes	0.4328085122666889
17332	barbara	0.4328085122666889
13208	regent	0.4328085122666889
20641	unstall	0.4328085122666889
17188	endanger	0.4328085122666889
20604	grime	0.4328085122666889
8414	labelled	0.4328085122666889
7784	authenticate	0.4328085122666889
20517	allege	0.4328085122666889
8785	cheezy	0.4328085122666889
19890	strenuously	0.4328085122666889
9647	renovate	0.4328085122666889
17799	drc	0.4328085122666889
20474	crust	0.4328085122666889
28073	gooseneck	0.4328085122666889
16855	groan	0.4328085122666889
9464	sublime	0.4328085122666889
6434	fortunatly	0.4328085122666889
20847	narrative	0.4328085122666889
17672	appreciative	0.4328085122666889
13227	suprise	0.4328085122666889
6413	systematically	0.4328085122666889
17570	diligent	0.4328085122666889
13235	literaly	0.4328085122666889
16581	amusement	0.4328085122666889
8068	rampant	0.4328085122666889
5771	sassy	0.4328085122666889
18400	mermaid	0.4328085122666889
20747	cheek	0.4328085122666889
9421	quart	0.4328085122666889
18991	loking	0.4328085122666889
18925	transfered	0.4328085122666889
18922	readme	0.4328085122666889
5807	yup	0.4328085122666889
19672	frantically	0.4328085122666889
28044	reign	0.4328085122666889
7351	umd	0.4328085122666889
9455	peck	0.4328085122666889
17882	bone	0.4328085122666889
20175	released	0.4328085122666889
51	lengthen	0.4328085122666889
7759	underline	0.4328085122666889
17996	difficut	0.4328085122666889
21403	haphazardly	0.4328085122666889
7709	needlessly	0.4431232476826259
20543	reconnect	0.4488384571654552
26799	affixed	0.4488384571654553
4947	gingerly	0.4488384571654553
19065	frames	0.4488384571654553
25205	lyric	0.4488384571654553
15660	hawk	0.44889360962916974
4455	compound	0.4551196133134186
6989	budget	0.4551196133134186
22619	defeat	0.4568534296148383
19878	incapable	0.4568534296148383
12776	ditto	0.4648684020642215
1137	distraction	0.4648684020642215
5151	condense	0.4678454943015359
10658	greenish	0.467845494301536
15784	listened	0.4678454943015362
16789	noaa	0.4678454943015362
7223	foolishly	0.4678454943015362
20388	theoretically	0.468875888288913
27786	unimpressed	0.475472580653152
22975	unwatchable	0.4754725806531522
18041	vtech	0.4796384528784339
18145	unorganized	0.4796384528784339
5909	turkey	0.4796384528784339
3036	arithmetic	0.4796384528784339
6929	simular	0.4796384528784339
26295	bead	0.4796384528784339
17945	lenovo	0.4796384528784339
12528	algorithms	0.4796384528784339
2003	runs	0.4796384528784341
26647	prohibit	0.4796384528784341
6605	dissolve	0.4796384528784341
20464	retested	0.4808983469629878
27999	beggining	0.4854609208676465
8736	recur	0.4867933563829889
19816	beeps	0.5049432643111371
33	succumb	0.5049432643111371
21624	ole	0.5049432643111371
465	downloading	0.5129582367605201
9471	anger	0.5138983423697506
25029	spawn	0.5138983423697506
5783	qualified	0.5138983423697506
3069	uninformative	0.5138983423697506
17783	hazy	0.5138983423697506
9061	coz	0.5138983423697506
2352	prompted	0.5138983423697506
6625	unnaturally	0.5138983423697506
22073	stone	0.5138983423697506
2413	bugs	0.5138983423697506
10970	clickable	0.5138983423697506
25382	satisfying	0.5138983423697506
20810	files	0.5138983423697506
14947	glorify	0.5138983423697507
3270	unfinished	0.5138983423697507
26446	chronic	0.5138983423697507
18973	stubbornly	0.5138983423697507
28104	cursor	0.5138983423697507
14955	structurally	0.5138983423697507
20575	inflated	0.5138983423697507
14062	painted	0.5138983423697507
23262	erroneous	0.514339949423237
12241	grumble	0.514339949423237
22953	agian	0.514339949423237
16472	curse	0.5176247250378762
6179	milwaukee	0.5176689816683164
12985	reposition	0.5211533782839021
27311	flakey	0.5211533782839021
25652	opted	0.5211533782839021
27447	synergy	0.5289881816592865
739	extant	0.5289881816592865
17696	finalizing	0.5289881816592865
23988	noiseless	0.5289881816592865
19072	ontario	0.5289881816592865
11335	graveyard	0.5289881816592865
6941	pumps	0.5289881816592865
6443	lifeless	0.5289881816592865
10919	iq	0.5289881816592865
7776	beverly	0.5289881816592865
23463	hte	0.5289881816592865
25725	cs3	0.5289881816592865
9451	sheen	0.5289881816592865
3696	constrict	0.5289881816592865
20202	fracture	0.5289881816592865
14288	constanty	0.5289881816592865
2257	uphill	0.5289881816592865
12120	pratical	0.5289881816592865
9000	subtly	0.5289881816592865
15537	halloweentown	0.5289881816592865
12136	payroll	0.5289881816592865
27659	arc	0.5289881816592865
4048	description	0.5289881816592865
17283	fishy	0.5289881816592865
23762	deselect	0.5289881816592865
26157	lined	0.5289881816592865
3538	mem	0.5289881816592865
12149	rudely	0.5289881816592865
27420	lighthearted	0.5289881816592865
15225	spinning	0.5289881816592865
23790	plasic	0.5289881816592865
20263	opperating	0.5289881816592865
17005	flimsier	0.5289881816592865
23745	allude	0.5289881816592865
609	ocasionally	0.5289881816592865
17223	remaining	0.5289881816592865
7819	freaked	0.5289881816592865
4131	amateurish	0.5289881816592865
27946	unjustified	0.5289881816592865
5871	realign	0.5289881816592865
5238	luggage	0.5289881816592865
26943	younger	0.5289881816592865
22207	condemn	0.5289881816592865
25053	berate	0.5289881816592865
21419	mdr	0.5289881816592865
12506	shook	0.5289881816592865
2796	straightened	0.5289881816592865
12934	sleak	0.5289881816592865
13841	bitterly	0.5289881816592865
16177	airware	0.5289881816592865
7507	easiest	0.5289881816592865
27688	finds	0.5289881816592865
22494	intercontinental	0.5289881816592865
5934	acess	0.5289881816592865
1369	turnaround	0.5289881816592865
13751	mystify	0.5289881816592865
22033	slimy	0.5289881816592865
13616	dug	0.5289881816592865
27501	sunscreen	0.5289881816592865
12622	expo	0.5289881816592865
5528	jean	0.5289881816592865
11775	supercede	0.5289881816592865
5517	peaks	0.5289881816592865
5340	insufficiently	0.5289881816592865
8487	thirteen	0.5289881816592865
14702	vancouver	0.5289881816592865
5441	wedding	0.5289881816592865
10276	spelling	0.5289881816592865
19869	suburb	0.5289881816592865
21991	pratically	0.5289881816592865
5831	stylized	0.5289881816592865
5486	sucessfully	0.5289881816592865
6114	exited	0.5289881816592865
17730	eric	0.5289881816592865
21066	neighboring	0.5289881816592865
2922	adn	0.5289881816592865
4445	repairable	0.5289881816592865
14867	merit	0.5289881816592865
20042	standout	0.5289881816592865
27357	voracious	0.5289881816592865
22839	neighbour	0.5289881816592865
9859	neil	0.5289881816592865
13004	meridian	0.5289881816592865
4622	nordic	0.5289881816592865
21038	elongate	0.5289881816592865
27729	itchy	0.5289881816592865
14899	artistically	0.5289881816592865
7583	prefered	0.5289881816592865
8859	choosen	0.5289881816592865
15079	mast	0.5289881816592865
14844	coincide	0.5289881816592865
26578	aurally	0.5289881816592865
1484	greedy	0.5289881816592865
25596	dubbing	0.5289881816592865
9450	satilite	0.5289881816592865
27909	quickstart	0.5289881816592865
25530	mon	0.5304924543659315
14537	creep	0.5304924543659316
18855	declare	0.5304924543659316
22509	thirdly	0.5304924543659316
24176	database	0.5340931211125344
23776	asap	0.54214210885152
25975	motor	0.5421421088515203
10372	snazzy	0.5421421088515203
11290	honesty	0.5421421088515203
11304	reading	0.5432799659154901
13874	hazard	0.5458197433517922
13061	hub	0.5461435359761023
17714	storied	0.5461435359761024
11894	delkin	0.5461435359761024
25298	thang	0.5461435359761024
17666	competitor	0.5461435359761024
25765	bully	0.5461435359761024
7489	forefront	0.5461435359761024
19595	wdc	0.5461435359761024
2288	unuseful	0.5461435359761024
25480	experiance	0.5461435359761024
19520	constitute	0.5461435359761024
17623	immeditely	0.5461435359761024
19527	purschased	0.5461435359761024
17640	deceided	0.5461435359761024
14576	resulted	0.5461435359761024
19642	equaliser	0.5461435359761024
7565	reverb	0.5461435359761024
25673	disposal	0.5461435359761024
2509	reacquired	0.5461435359761024
25658	abt	0.5461435359761024
2207	icredible	0.5461435359761024
25529	defectively	0.5461435359761024
25367	mechanize	0.5461435359761024
14589	deviced	0.5461435359761024
25441	contractually	0.5461435359761024
21691	shimmy	0.5461435359761024
2161	hr10	0.5461435359761024
8390	leo	0.5461435359761024
12416	liar	0.5461435359761024
8796	kickstart	0.5461435359761024
18107	protocol	0.5461435359761024
26755	reconstruct	0.5461435359761024
26722	importanly	0.5461435359761024
18101	superstore	0.5461435359761024
18072	prestigious	0.5461435359761024
18825	dong	0.5461435359761024
18057	erect	0.5461435359761024
12367	enticed	0.5461435359761024
13927	vcl	0.5461435359761024
18853	sedate	0.5461435359761024
12326	incompletely	0.5461435359761024
12320	propretary	0.5461435359761024
26560	ramps	0.5461435359761024
13974	inoperational	0.5461435359761024
1292	fragmented	0.5461435359761024
1277	prodigious	0.5461435359761024
18649	conclusive	0.5461435359761024
26853	intellect	0.5461435359761024
13617	pb	0.5461435359761024
18332	grammatically	0.5461435359761024
8607	pronged	0.5461435359761024
18399	participated	0.5461435359761024
27167	exacly	0.5461435359761024
18268	memeory	0.5461435359761024
18524	additonally	0.5461435359761024
8720	symnrt	0.5461435359761024
12300	weapon	0.5461435359761024
18573	titan	0.5461435359761024
1051	definition	0.5461435359761024
1104	understands	0.5461435359761024
27014	gorgeously	0.5461435359761024
13737	conceivably	0.5461435359761024
13746	mundane	0.5461435359761024
1259	mispelled	0.5461435359761024
13813	refilled	0.5461435359761024
18171	alread	0.5461435359761024
8438	cristal	0.5461435359761024
2169	reproductive	0.5461435359761024
26507	cookbook	0.5461435359761024
12275	airplanes	0.5461435359761024
17870	therapy	0.5461435359761024
9036	intrested	0.5461435359761024
7834	taskbar	0.5461435359761024
26050	detatch	0.5461435359761024
19297	flasher	0.5461435359761024
26026	originaly	0.5461435359761024
1971	accesss	0.5461435359761024
1991	helpdesk	0.5461435359761024
14259	paperwork	0.5461435359761024
17788	intrest	0.5461435359761024
2052	overtax	0.5461435359761024
25877	cablebox	0.5461435359761024
25856	encoutered	0.5461435359761024
7735	embarrased	0.5461435359761024
2132	symantecs	0.5461435359761024
12001	croc	0.5461435359761024
2159	overblown	0.5461435359761024
26105	sine	0.5461435359761024
19199	bushnell	0.5461435359761024
19178	normalized	0.5461435359761024
26166	assymetrical	0.5461435359761024
26458	ivory	0.5461435359761024
8860	everyway	0.5461435359761024
18034	simplest	0.5461435359761024
8106	asus	0.5461435359761024
26366	finite	0.5461435359761024
17971	knowlege	0.5461435359761024
14080	snuck	0.5461435359761024
14092	av1	0.5461435359761024
18039	nosie	0.5461435359761024
12208	supporter	0.5461435359761024
14116	myth	0.5461435359761024
8934	singularly	0.5461435359761024
26209	masks	0.5461435359761024
8938	t6420	0.5461435359761024
7999	pany	0.5461435359761024
7956	ezcd	0.5461435359761024
19155	cert	0.5461435359761024
26174	dab	0.5461435359761024
1753	unhooking	0.5461435359761024
19678	sears	0.5461435359761024
20228	permeable	0.5461435359761024
7465	freaks	0.5461435359761024
21055	ka009	0.5461435359761024
16861	consumable	0.5461435359761024
22803	hosed	0.5461435359761024
22797	cranky	0.5461435359761024
21100	exam	0.5461435359761024
6199	mastercard	0.5461435359761024
22777	amortize	0.5461435359761024
22772	freestanding	0.5461435359761024
6191	unrefined	0.5461435359761024
4643	dependability	0.5461435359761024
10622	riduculous	0.5461435359761024
16017	sped	0.5461435359761024
13596	unexpectly	0.5461435359761024
10579	hh	0.5461435359761024
22624	extricate	0.5461435359761024
9925	kindle	0.5461435359761024
10568	jinx	0.5461435359761024
10552	recognized	0.5461435359761024
4914	reached	0.5461435359761024
16072	frusterated	0.5461435359761024
6189	hunter	0.5461435359761024
22891	monsterous	0.5461435359761024
9874	ass	0.5461435359761024
4599	evangelical	0.5461435359761024
23223	optimizer	0.5461435359761024
15748	breastmilk	0.5461435359761024
23197	unexplainable	0.5461435359761024
15762	courtesy	0.5461435359761024
4393	mozilla	0.5461435359761024
16962	accumulated	0.5461435359761024
6340	startling	0.5461435359761024
23154	nti	0.5461435359761024
15788	conceptual	0.5461435359761024
10807	manaual	0.5461435359761024
6339	distros	0.5461435359761024
15806	lf	0.5461435359761024
6328	sheathe	0.5461435359761024
4459	huddle	0.5461435359761024
23065	worh	0.5461435359761024
4486	radeon	0.5461435359761024
21002	okey	0.5461435359761024
4513	unscheduled	0.5461435359761024
21011	4th	0.5461435359761024
21027	aximsite	0.5461435359761024
15871	lunatic	0.5461435359761024
21216	asinine	0.5461435359761024
4339	drmv5s	0.5461435359761024
16080	micky	0.5461435359761024
22463	deinstall	0.5461435359761024
5833	remounted	0.5461435359761024
5363	wowed	0.5461435359761024
10301	supurb	0.5461435359761024
22003	blackhawk	0.5461435359761024
21988	almighty	0.5461435359761024
21537	wtf	0.5461435359761024
5469	eli	0.5461435359761024
5816	handled	0.5461435359761024
21545	pita	0.5461435359761024
5848	commonplace	0.5461435359761024
21907	encouraged	0.5461435359761024
10109	processing	0.5461435359761024
21843	routed	0.5461435359761024
10219	colling	0.5461435359761024
21739	oregon	0.5461435359761024
21735	replacment	0.5461435359761024
5653	functioned	0.5461435359761024
21610	bugfree	0.5461435359761024
21619	ninety	0.5461435359761024
21711	optiplex	0.5461435359761024
5516	commonsense	0.5461435359761024
10327	ecc	0.5461435359761024
22096	mich	0.5461435359761024
16309	reserching	0.5461435359761024
16778	frienly	0.5461435359761024
4997	rage	0.5461435359761024
9960	wrt54	0.5461435359761024
5005	suddently	0.5461435359761024
6051	c150	0.5461435359761024
21281	wizardry	0.5461435359761024
6020	offical	0.5461435359761024
22369	acidic	0.5461435359761024
21339	brings	0.5461435359761024
16720	pixels	0.5461435359761024
5981	lossing	0.5461435359761024
5124	bulbous	0.5461435359761024
22285	video_ts	0.5461435359761024
10413	gefen	0.5461435359761024
21439	piecemeal	0.5461435359761024
21448	angelic	0.5461435359761024
5232	undocked	0.5461435359761024
21450	goggle	0.5461435359761024
22173	fujistu	0.5461435359761024
16292	htups	0.5461435359761024
16296	aparent	0.5461435359761024
16109	woken	0.5461435359761024
4331	opensource	0.5461435359761024
6427	retry	0.5461435359761024
23278	disservice	0.5461435359761024
9437	hepful	0.5461435359761024
17365	wil	0.5461435359761024
11517	stacked	0.5461435359761024
14951	everday	0.5461435359761024
3085	nausea	0.5461435359761024
3100	unsynchronized	0.5461435359761024
11450	rewire	0.5461435359761024
11447	belated	0.5461435359761024
24595	buslink	0.5461435359761024
20058	wpx3	0.5461435359761024
7021	txt	0.5461435359761024
24571	shameless	0.5461435359761024
3239	magellian	0.5461435359761024
11426	tease	0.5461435359761024
24487	multicoated	0.5461435359761024
24461	referral	0.5461435359761024
11387	dissappointing	0.5461435359761024
3323	cent	0.5461435359761024
11364	intutitive	0.5461435359761024
15126	methodical	0.5461435359761024
24594	anko	0.5461435359761024
14918	mant	0.5461435359761024
11552	alexandria	0.5461435359761024
2961	reviewed	0.5461435359761024
17577	mp10	0.5461435359761024
25182	icetune	0.5461435359761024
17561	allotted	0.5461435359761024
19776	salvagable	0.5461435359761024
7330	ninguna	0.5461435359761024
25110	doctrine	0.5461435359761024
2780	heave	0.5461435359761024
7307	expensively	0.5461435359761024
25016	rigorously	0.5461435359761024
2832	committment	0.5461435359761024
7205	lpd	0.5461435359761024
24999	ether	0.5461435359761024
2855	tubes	0.5461435359761024
20004	sensitve	0.5461435359761024
24982	ignorance	0.5461435359761024
24981	lethargic	0.5461435359761024
2875	diamond	0.5461435359761024
7176	entail	0.5461435359761024
24949	hoard	0.5461435359761024
24947	libary	0.5461435359761024
2948	superfast	0.5461435359761024
3405	glary	0.5461435359761024
24280	naw	0.5461435359761024
6912	volumn	0.5461435359761024
24252	douse	0.5461435359761024
23692	arggh	0.5461435359761024
15504	fumoto	0.5461435359761024
3984	blotchy	0.5461435359761024
20739	literature	0.5461435359761024
11012	importent	0.5461435359761024
23597	thay	0.5461435359761024
4031	transparently	0.5461435359761024
23567	easist	0.5461435359761024
6514	loyalty	0.5461435359761024
4066	purhcased	0.5461435359761024
17015	liteon	0.5461435359761024
15572	stocked	0.5461435359761024
17010	winshield	0.5461435359761024
23494	winme	0.5461435359761024
17009	nestled	0.5461435359761024
4111	billow	0.5461435359761024
20811	plunge	0.5461435359761024
4157	anthing	0.5461435359761024
6453	stench	0.5461435359761024
4220	purportedly	0.5461435359761024
15698	overwrote	0.5461435359761024
23703	nc20	0.5461435359761024
2619	pitched	0.5461435359761024
20697	fullfill	0.5461435359761024
6615	struggled	0.5461435359761024
3462	marketplace	0.5461435359761024
9528	acrossed	0.5461435359761024
20419	briefly	0.5461435359761024
9567	dregs	0.5461435359761024
15239	salute	0.5461435359761024
24116	dispenser	0.5461435359761024
24106	plausible	0.5461435359761024
24098	intensify	0.5461435359761024
15267	litany	0.5461435359761024
