	name	score	sum
25143	adore	3.2379395467447414	19
25144	improved	3.2401271050456733	56
25145	station	3.241097587804462	27
25146	adorable	3.241097587804462	27
25147	maps	3.2436455452331945	42
25148	guys	3.2460638420001677	15
25149	darkness	3.2460638420001677	15
25150	aid	3.246063842000168	15
25151	whisper	3.246063842000168	15
25152	polished	3.2460638420001686	15
25153	fyi	3.2465199083023863	26
25154	clothe	3.2465199083023863	26
25155	substantially	3.2482052028718287	38
25156	sketchy	3.251741513655206	20
25157	watching	3.251741513655206	20
25158	loop	3.252738910037644	73
25159	secondly	3.2528475872903093	106
25160	richer	3.2528526531091213	10
25161	garden	3.2528526531091213	10
25162	rerouted	3.2528526531091213	10
25163	conservative	3.2528526531091213	10
25164	hobby	3.2528526531091213	10
25165	bumpy	3.2528526531091213	10
25166	diego	3.2528526531091213	10
25167	torque	3.2528526531091213	10
25168	iboc	3.2528526531091213	10
25169	burst	3.2534333701594287	25
25170	transmit	3.257208614274389	99
25171	fraction	3.2587393625335803	13
25172	enthusiast	3.2587393625335803	13
25173	luxurious	3.2587393625335803	13
25174	pixma	3.2587393625335803	13
25175	silverfast	3.2587393625335803	13
25176	undoubtedly	3.2603834101930422	18
25177	environmental	3.2603834101930422	18
25178	none	3.2647948136773874	51
25179	carpet	3.2649471653247963	35
25180	spoken	3.2649471653247963	35
25181	updater	3.2675060768015913	21
25182	remedied	3.2711077506545023	27
25183	notebooks	3.2724429966188984	23
25184	dynamo	3.2749184601107526	12
25185	harmon	3.2749184601107526	12
25186	strain	3.2755010449127684	38
25187	fault	3.2806356384530755	47
25188	sneak	3.282131218022392	15
25189	enhancement	3.2824919519422786	16
25190	driving	3.2824919519422786	16
25191	id3	3.284126137802444	25
25192	downfall	3.2845873875305105	20
25193	f4	3.28496858570915	22
25194	antennas	3.288996176280755	32
25195	circular	3.288996176280755	32
25196	wore	3.290635441285576	30
25197	invent	3.290635441285576	30
25198	powershot	3.2930751531659426	24
25199	discourage	3.2955609315654035	36
25200	certify	3.2955609315654035	36
25201	nj	3.2955609315654035	36
25202	ya	3.296413668544408	28
25203	running	3.299857622116459	21
25204	spec	3.299857622116459	21
25205	wimpy	3.2999227559311257	11
25206	iv	3.2999227559311257	11
25207	exotic	3.3006380624647136	9
25208	dsc	3.3006380624647136	9
25209	ding	3.3039087946633114	23
25210	premier	3.3047011868838068	19
25211	sky	3.3072025234108424	26
25212	sum	3.3099861187746744	44
25213	decidedly	3.3139055846358807	12
25214	fitting	3.3139055846358807	12
25215	diaper	3.3146443082848918	48
25216	manageable	3.3148189054454558	25
25217	transparent	3.3148189054454558	25
25218	acknowledge	3.3148189054454567	25
25219	glorious	3.3174332614058155	20
25220	artistic	3.3174332614058155	20
25221	furious	3.3177875643287544	16
25222	excited	3.3179615460730267	135
25223	ul	3.3181985940446155	15
25224	contemporary	3.3181985940446164	15
25225	incorporate	3.3207582279799213	35
25226	murder	3.3213720601074583	17
25227	quote	3.3232547209062875	36
25228	unpack	3.3232547209062893	36
25229	inflatable	3.3234243576196962	14
25230	extrememly	3.3234243576196962	14
25231	e2	3.3234243576196962	14
25232	gateway	3.3246925635224347	52
25233	attest	3.3283080645720635	18
25234	buddy	3.3322091674313263	21
25235	dot	3.335374592707723	23
25236	listening	3.3375438309650702	26
25237	wd	3.3380820069533397	19
25238	stored	3.338082006953341	19
25239	insist	3.3407202744605824	51
25240	jaw	3.344067510655038	9
25241	grateful	3.345511673088469	25
25242	uncompressed	3.34551167308847	25
25243	rattle	3.3456743074672906	73
25244	nature	3.346226206205733	33
25245	invalid	3.346226206205734	33
25246	evaluate	3.346226206205734	33
25247	residue	3.3470703273464677	34
25248	overkill	3.3487543834899105	22
25249	pci	3.350279135281121	20
25250	crucial	3.3509485102471737	36
25251	unfriendly	3.3509485102471745	36
25252	cube	3.35426597006684	15
25253	cart	3.3552086466219038	24
25254	graco	3.355697486398737	89
25255	belive	3.355969685733577	17
25256	criticize	3.355969685733577	17
25257	torn	3.357388571035588	38
25258	bias	3.3611382392046263	27
25259	brew	3.3611382392046263	27
25260	domestic	3.3622703917615753	18
25261	cup	3.3637960785206977	56
25262	electronically	3.3645607127461936	21
25263	overpower	3.366031350804888	40
25264	orignally	3.3662884287409147	7
25265	mp600	3.3662884287409147	7
25266	unleash	3.3662884287409147	7
25267	abort	3.3662884287409147	7
25268	regurgitate	3.3662884287409147	7
25269	runner	3.3662884287409147	7
25270	squeezes	3.3662884287409147	7
25271	ilo	3.3662884287409147	7
25272	pendrive	3.3662884287409147	7
25273	impervious	3.3662884287409147	7
25274	treasure	3.3662884287409147	7
25275	d2	3.3662884287409147	7
25276	sneeze	3.3662884287409147	7
25277	attract	3.366288428740916	63
25278	faithful	3.3668403907521363	23
25279	ps2	3.3678851385192985	26
25280	translate	3.3710844688800794	41
25281	daunt	3.3714628270228744	19
25282	simpler	3.3714628270228744	19
25283	recess	3.3764939282395297	46
25284	humidifier	3.3779623705363937	120
25285	voip	3.377997444151565	30
25286	adequately	3.37858677821918	55
25287	project	3.3786422995880603	36
25288	reverse	3.3790839363298515	62
25289	bunt	3.3804086768074955	11
25290	decode	3.38064728238029	22
25291	kudos	3.3831250091564256	20
25292	bluetooth	3.384320378926457	53
25293	daddy	3.387496958845364	9
25294	illy	3.3903333460890637	15
25295	page	3.3903333460890637	63
25296	graph	3.3903333460890637	15
25297	thursday	3.3905673113596966	17
25298	pedestrian	3.391148402054668	27
25299	bird	3.3918798336861364	12
25300	sz	3.3918798336861364	12
25301	shortwave	3.3918798336861364	12
25302	january	3.393093845064891	114
25303	wich	3.3962327189510866	18
25304	abroad	3.3962327189510866	18
25305	elliptical	3.3969122580610613	21
25306	repeat	3.3974670870950505	157
25307	lp	3.3978391075219845	41
25308	award	3.3982264460735268	26
25309	sabrent	3.3983061887965484	23
25310	connected	3.3997755078499083	49
25311	retrieve	3.4029419046160005	33
25312	restrict	3.4029419046160005	33
25313	charm	3.4029419046160005	33
25314	rw	3.4031690966381065	42
25315	shed	3.4033236101590134	34
25316	ignore	3.403743367113255	151
25317	fanatic	3.4048436470924077	19
25318	condition	3.4063360889289465	36
25319	november	3.408086027130167	50
25320	decrease	3.4089200721801465	43
25321	method	3.4105636040243907	29
25322	staroffice	3.4125401812706704	22
25323	generous	3.4131690749017354	65
25324	suprisingly	3.415203350293756	28
25325	thankful	3.4159708830317306	20
25326	sanyo	3.417342140077865	24
25327	exposure	3.42065163724568	11
25328	org	3.42065163724568	11
25329	paperweight	3.4236744014881832	16
25330	suspect	3.4265566566921297	146
25331	shipment	3.4297563552055914	42
25332	neoprene	3.4297719868409615	23
25333	hallway	3.430195046140597	18
25334	diverse	3.4309264070356886	9
25335	drove	3.4309264070356886	9
25336	consolidate	3.4309264070356886	9
25337	coolant	3.4309264070356886	9
25338	obd	3.4309264070356886	9
25339	nh	3.4309264070356886	9
25340	burden	3.4309264070356886	9
25341	mhz	3.4309264070356886	9
25342	familiarize	3.4309264070356886	9
25343	speedlight	3.4309264070356886	9
25344	fence	3.4309264070356886	9
25345	etx	3.4309264070356886	9
25346	verbatim	3.431450251565286	34
25347	handwrite	3.431996010032092	32
25348	wysiwyg	3.4342051695403524	14
25349	customized	3.4342051695403524	14
25350	proceed	3.4353458091737905	43
25351	ed	3.4362387793955573	30
25352	stabilize	3.4375899760175095	25
25353	switched	3.4375899760175095	25
25354	unlikely	3.4419542221715096	51
25355	default	3.4427798896590733	39
25356	consistantly	3.444433080161051	22
25357	arrow	3.4468161032242053	40
25358	restart	3.4481577650545403	159
25359	brainer	3.448200953378556	13
25360	iolo	3.448200953378556	13
25361	earphones	3.448816756907036	20
25362	brilliantly	3.4488167569070365	20
25363	toll	3.4488167569070365	20
25364	vantec	3.4488167569070365	20
25365	spoil	3.4508999515769743	49
25366	xd	3.458952982758975	50
25367	adapt	3.459657603026267	33
25368	athena	3.4608945976838634	11
25369	nod32	3.4608945976838634	11
25370	french	3.460905705319941	65
25371	winner	3.4612377848853733	23
25372	blank	3.4615076628503965	241
25373	silicon	3.4624680981335123	31
25374	viewable	3.4624680981335123	31
25375	russian	3.4624680981335123	31
25376	nvidia	3.465359447017553	30
25377	blast	3.4681985807988065	59
25378	sonicstage	3.4682827436605232	25
25379	someday	3.4693664247834315	29
25380	largely	3.4698883927272552	39
25381	networking	3.4716052872314744	19
25382	initialize	3.4745981911684303	28
25383	freak	3.4756291916535607	62
25384	graduate	3.4816626307823415	20
25385	folder	3.482494077699592	58
25386	subway	3.4880154522314	33
25387	pace	3.4891959435326267	32
25388	lived	3.492703582929786	23
25389	humax	3.4927035829297863	23
25390	squeeze	3.4938677812402865	38
25391	portrait	3.4943601882380557	17
25392	assortment	3.4943601882380557	17
25393	toddler	3.4943601882380557	17
25394	amplify	3.496708178133596	65
25395	fixed	3.4971553505658215	57
25396	rapidly	3.497519289906472	64
25397	encrypt	3.498767835162952	29
25398	rec	3.501137558122049	11
25399	complement	3.501137558122049	11
25400	usd	3.5042956116057664	28
25401	fry	3.507404969797149	71
25402	detract	3.5080590441541237	14
25403	blu	3.5080590441541237	14
25404	exclusive	3.508218877941811	22
25405	vinyl	3.5105423802618065	24
25406	imho	3.5111890534548325	27
25407	relevant	3.5188169951039177	37
25408	quirky	3.5202036452327925	48
25409	m240	3.5214749014811737	64
25410	michigan	3.5239855897165464	13
25411	myriad	3.5239855897165464	13
25412	brightly	3.524169380974198	23
25413	reflective	3.524169380974198	23
25414	sb	3.5263184393205296	21
25415	temporarily	3.5276420772582626	55
25416	outgrown	3.5295612386476116	16
25417	unhappy	3.5315539494231136	109
25418	swap	3.5325106509472497	65
25419	imsi	3.5346028501779614	15
25420	enjoyment	3.5383669273705403	19
25421	stressful	3.538366927370541	19
25422	distribute	3.5410487571483684	43
25423	overprice	3.5418730614521867	135
25424	venezia	3.5449859814610085	14
25425	fog	3.5449859814610085	14
25426	out	3.546395877033162	32
25427	reinforce	3.552721449883541	30
25428	shin	3.5545291064499613	40
25429	preserve	3.5575706559219933	29
25430	calorie	3.5586699846353973	21
25431	srs	3.5586699846353977	21
25432	confirm	3.5596047605636603	105
25433	panic	3.560361046589564	25
25434	believable	3.5618779078855414	13
25435	dress	3.5660443548986405	18
25436	infinite	3.5660443548986405	18
25437	implement	3.567474494142014	43
25438	forgotten	3.5717477474400745	19
25439	mall	3.5717477474400745	19
25440	awake	3.5724988249742604	36
25441	shortcut	3.572675873717768	24
25442	firm	3.572675873717768	24
25443	intermittent	3.5726834297885377	44
25444	dirty	3.5740874596850696	81
25445	plain	3.5782928149298723	45
25446	victor	3.580200252408257	20
25447	wal	3.580247281365456	65
25448	kreisen	3.5868154563117765	12
25449	metro	3.586972066301514	29
25450	occupy	3.586972066301514	29
25451	log	3.5884683349712314	110
25452	stave	3.5898955265996064	68
25453	ish	3.5910538142325774	25
25454	mere	3.595666768891619	57
25455	intercom	3.5997702260545363	13
25456	manner	3.5997702260545363	13
25457	boulevard	3.599813541255545	35
25458	rearrange	3.6000066820881504	18
25459	widely	3.600192614315146	36
25460	pure	3.603051149404045	38
25461	seller	3.603595810533697	32
25462	blend	3.6038975746129513	22
25463	required	3.6102512001945737	46
25464	pda	3.6132120320355807	74
25465	complicated	3.6158671651779883	42
25466	ball	3.620325968129304	43
25467	canoscan	3.628780026200915	37
25468	war	3.6327506907425327	17
25469	social	3.6339690092776618	18
25470	deviate	3.6339690092776618	18
25471	halo	3.633969009277663	18
25472	align	3.635010777365456	53
25473	avail	3.63544807580704	16
25474	heft	3.63544807580704	16
25475	natively	3.635790473503332	22
25476	workouts	3.6376625442235313	13
25477	wr	3.640956906507349	8
25478	accoustic	3.640956906507349	8
25479	sleepless	3.640956906507349	8
25480	node	3.640956906507349	8
25481	n70	3.640956906507349	8
25482	sparkle	3.640956906507349	8
25483	photocopy	3.640956906507349	8
25484	ipods	3.640956906507349	8
25485	intermatic	3.640956906507349	8
25486	locationfree	3.640956906507349	8
25487	diy	3.640956906507349	8
25488	bib	3.640956906507349	8
25489	benefit	3.6412529593546825	64
25490	terminate	3.642804978244633	15
25491	unreadable	3.643320713586492	54
25492	interchangeable	3.645774887060555	29
25493	simultaneously	3.6477011685890353	71
25494	ge	3.6500325731518486	23
25495	crap	3.652124406899645	52
25496	roadtrip	3.6524393495186036	25
25497	corporate	3.654827436918708	63
25498	substitute	3.6555801929969167	36
25499	scatter	3.655724620579999	21
25500	trivial	3.656270783975165	37
25501	driven	3.6566495918991393	45
25502	saturday	3.6596479142045273	39
25503	disturb	3.663590050139584	59
25504	activate	3.664006615295367	135
25505	grid	3.667348316368652	17
25506	definatly	3.667683372393712	22
25507	anniversary	3.667683372393712	22
25508	sonys	3.6679313364671726	18
25509	span	3.6679313364671735	18
25510	mold	3.6681122886640685	47
25511	symantic	3.6698850445333684	10
25512	mountainous	3.6698850445333684	10
25513	beneficial	3.670743688193516	16
25514	diagonal	3.6712982140615775	26
25515	width	3.674373147943717	48
25516	ag	3.6755548623925263	13
25517	surfboard	3.6755548623925263	13
25518	eyesight	3.6755548623925263	13
25519	qos	3.6755548623925263	13
25520	permanently	3.6800082059789134	90
25521	fujitsu	3.681498371196261	23
25522	tinker	3.6832739823378033	36
25523	fashion	3.686756417272708	39
25524	geek	3.687854283088613	50
25525	teacher	3.688076165894866	21
25526	premiere	3.6893957107844986	32
25527	vent	3.6893957107844986	32
25528	quit	3.694182047828466	73
25529	self	3.697113760655857	67
25530	lossless	3.699576271284092	22
25531	animated	3.701639521615805	26
25532	enthusiastic	3.7037768298871607	12
25533	agp	3.7037768298871607	12
25534	float	3.7040320852954687	44
25535	seek	3.7052120172375913	100
25536	yamaha	3.705271027718208	19
25537	installation	3.7109677716786886	36
25538	ihome	3.711380756994007	82
25539	elaborate	3.7115837479094766	20
25540	surprized	3.711588283675792	10
25541	wolverine	3.711588283675792	10
25542	ues	3.711588283675792	10
25543	d70s	3.711588283675792	10
25544	motivated	3.711588283675792	10
25545	que	3.711588283675792	10
25546	mp760	3.711588283675792	10
25547	colicky	3.711588283675792	10
25548	paperless	3.711588283675792	10
25549	navigating	3.7121775546671265	28
25550	ugly	3.712611526739774	180
25551	elderly	3.712964169240673	23
25552	atrac3	3.712964169240673	23
25553	los	3.7138248848046316	25
25554	helmet	3.713824884804632	25
25555	warrior	3.714939730289081	15
25556	boy	3.7169923299628347	62
25557	author	3.720427711209733	21
25558	esp	3.720427711209733	21
25559	firewall	3.721867406886998	125
25560	wasted	3.7221532054935262	31
25561	assure	3.7243456542437214	90
25562	orient	3.726382475977037	55
25563	recommened	3.729620667995436	14
25564	changed	3.7314691701744716	22
25565	speaks	3.7358559908461935	18
25566	finding	3.7358559908461935	18
25567	snuggle	3.735855990846195	18
25568	objective	3.738661561019575	36
25569	representative	3.7386615610195753	36
25570	fifteen	3.738721238717422	50
25571	secret	3.7401163512807103	46
25572	compromise	3.740973423409072	39
25573	prepared	3.741777897912701	93
25574	spacious	3.741874975104463	28
25575	lodge	3.741874975104464	28
25576	countless	3.743137719438177	54
25577	tolerable	3.743236095077601	33
25578	um	3.744517652447645	25
25579	atrac	3.745649409866755	41
25580	fantastically	3.7510071063113046	15
25581	shoddy	3.751007106311305	31
25582	savvy	3.75145789929918	48
25583	successful	3.75664149793296	82
25584	downloadable	3.761031017228192	64
25585	sweat	3.761285784809974	59
25586	bump	3.763788356135717	93
25587	wired	3.766039288838189	69
25588	freezes	3.766089381497936	46
25589	notify	3.766089381497936	46
25590	upto	3.7662338150721624	37
25591	encountered	3.766547605302321	14
25592	tokina	3.766547605302322	14
25593	instructional	3.7668262016496836	38
25594	advantage	3.76896994844056	34
25595	occupied	3.7711411932470096	17
25596	feedback	3.771439395387	47
25597	flanged	3.772032667857275	19
25598	dense	3.775210420090658	25
25599	cough	3.776630525352944	16
25600	intermittently	3.777152816417668	48
25601	straps	3.781280519105205	27
25602	sattelite	3.7851308018394683	21
25603	startle	3.7851308018394687	21
25604	commonly	3.785686790859512	30
25605	residential	3.7856867908595127	30
25606	challenged	3.787074482333529	15
25607	supplement	3.787074482333529	15
25608	id	3.7894012714556182	62
25609	count	3.7896673382057564	81
25610	grown	3.790143100813632	24
25611	neighbor	3.792663444278489	26
25612	accidental	3.7940491397013463	36
25613	unbelievably	3.7951904295454355	39
25614	microwave	3.797096589846833	34
25615	counter	3.79910701774997	78
25616	trail	3.8012698159791367	28
25617	exersaucer	3.8012698159791367	28
25618	married	3.8012698159791367	28
25619	nutritional	3.803780645225216	18
25620	alkaline	3.803795577785568	32
25621	ocean	3.8057388188731296	17
25622	historical	3.8073615633739104	23
25623	klipsch	3.811290681955246	27
25624	marvelous	3.811290681955246	27
25625	engage	3.8150216721606336	50
25626	sacrifice	3.8180354419323907	46
25627	soak	3.818035441932392	46
25628	newegg	3.8207382034625446	12
25629	t31	3.8207382034625446	12
25630	uhf	3.82121533062066	37
25631	nurse	3.8212153306206607	37
25632	restaurant	3.823057791876044	35
25633	ilife	3.823141858355753	15
25634	pour	3.825913325792472	41
25635	unfortunate	3.826072863875897	68
25636	shallow	3.828565233717869	42
25637	ibm	3.832395544535837	32
25638	round	3.8338425118336334	79
25639	reward	3.838827361418324	23
25640	schumacher	3.8403364444992487	17
25641	grasp	3.8404014799160935	14
25642	tonal	3.8404014799160935	14
25643	unreal	3.842967243410697	20
25644	romantic	3.842967243410697	20
25645	altimeter	3.842967243410697	20
25646	harmony	3.8509633232036062	35
25647	accommodate	3.8509633232036062	35
25648	marathon	3.8509633232036067	35
25649	pathetic	3.8528381183655966	66
25650	dreamweaver	3.853346059386945	26
25651	bulk	3.853349872659378	34
25652	http	3.854237567773129	48
25653	aquos	3.8542375677731298	48
25654	optimize	3.8551524922853537	42
25655	glare	3.8551524922853546	42
25656	divx	3.8566674918981336	33
25657	griffin	3.8568189933303483	73
25658	fasten	3.8598955013935057	49
25659	official	3.860995511286104	32
25660	painful	3.862145995042831	102
25661	dog	3.8656009971505183	45
25662	profile	3.8656009971505183	45
25663	shortcoming	3.8664227095824217	31
25664	result	3.8664562289705087	205
25665	el	3.867288723019699	25
25666	elastic	3.869981502366845	46
25667	appropriately	3.870293159462736	23
25668	tuesday	3.8717052996042383	18
25669	swaddled	3.8721751280658734	19
25670	lake	3.8749340701253683	17
25671	gold	3.875813117286002	20
25672	iomega	3.8760095698134434	38
25673	wizard	3.876515938749981	39
25674	individually	3.8767819283948977	61
25675	earbud	3.878807990776175	52
25676	scared	3.882517362512373	16
25677	comcast	3.88340545314796	59
25678	reassure	3.883687366941173	26
25679	deny	3.884583338065748	43
25680	lag	3.885457723257038	49
25681	contrast	3.895276610400201	31
25682	pause	3.901695447302944	90
25683	marvel	3.901758957507148	23
25684	notable	3.901758957507148	23
25685	bracket	3.9029087714064974	13
25686	cameras	3.903305411854383	38
25687	india	3.903624441818161	39
25688	dictionary	3.9048242970648883	36
25689	thoughtful	3.905555948135409	19
25690	downloaded	3.907939561810812	56
25691	isolate	3.908573494719197	87
25692	hdtvs	3.9086503371292665	9
25693	openwrt	3.9086503371292665	9
25694	hiarcs	3.9086503371292665	9
25695	windy	3.909531695751487	17
25696	join	3.909603155471925	34
25697	flap	3.911019945120572	49
25698	nef	3.914255354529864	14
25699	shade	3.9177232355508966	70
25700	whop	3.9178129748988484	16
25701	harddrive	3.918575916710109	86
25702	interval	3.92413051121798	31
25703	tube	3.9241305112179807	31
25704	discs	3.9282049820690985	110
25705	sec	3.9306012538953223	38
25706	aesthetic	3.932518086405775	36
25707	thickness	3.933224755551561	23
25708	watt	3.937729796878197	34
25709	arrange	3.93813746608129	73
25710	refill	3.9382720095020023	65
25711	dxg	3.9389367682049423	19
25712	recover	3.939872021919844	93
25713	wmp	3.9404567330319114	57
25714	cozy	3.9415048650366127	20
25715	maxed	3.944369982049628	26
25716	upconverting	3.9443699820496287	26
25717	memeo	3.945476834453535	24
25718	enclosed	3.9468885284138038	21
25719	rank	3.9497569181658223	28
25720	fps	3.9511822918367487	14
25721	tc	3.9511822918367487	14
25722	german	3.9529844120357596	31
25723	coil	3.9547194624071316	22
25724	r	3.957017236247081	48
25725	boot	3.9571931393004918	168
25726	august	3.957407151200822	56
25727	analog	3.9574071512008224	56
25728	plot	3.9586691194919066	37
25729	speedy	3.95936702594874	25
25730	colour	3.9613414962054527	27
25731	needed	3.962140324711104	65
25732	victoria	3.964690553595973	23
25733	aluminum	3.964690553595973	23
25734	latter	3.96762253904706	50
25735	volt	3.9691904012352817	29
25736	sharpness	3.970076699776209	45
25737	rewind	3.972986201319253	58
25738	unstable	3.9755776117715254	87
25739	okay	3.9758632651502013	252
25740	interact	3.976543581181516	24
25741	eh50	3.9787269470037265	17
25742	sexy	3.9795562502768536	52
25743	blur	3.9811011878183487	59
25744	disappointing	3.9840530833802617	143
25745	oral	3.9840530833802617	11
25746	kirby	3.9840530833802617	11
25747	brighter	3.9851929379772018	38
25748	dig	3.9855871462155084	72
25749	disagree	3.9859773351800514	53
25750	northern	3.986159877266156	37
25751	aac	3.9866123612975115	22
25752	silently	3.988404199671801	16
25753	med	3.990059793591752	25
25754	flow	3.9904909798414177	35
25755	financial	3.990542247317959	113
25756	replaced	3.9962220894748186	73
25757	schedule	3.9983262561779838	127
25758	style	3.9996505242153533	55
25759	definitly	4.003995345037441	32
25760	watts	4.003995345037441	32
25761	neck	4.005525121485945	59
25762	techno	4.007554608362282	18
25763	q	4.007554608362282	18
25764	configurable	4.008407070484056	48
25765	alittle	4.010692213671319	31
25766	deeply	4.012309370159427	40
25767	export	4.013650635040406	37
25768	leap	4.013650635040406	37
25769	thrown	4.035393904712312	26
25770	balanced	4.0390792284135415	19
25771	babybjorn	4.039546114489098	15
25772	scratched	4.0399504349277136	41
25773	congest	4.040042486662529	20
25774	missed	4.043293243769317	36
25775	niece	4.043293243769319	36
25776	logic	4.046560019862202	58
25777	standby	4.0484334767454735	45
25778	dramatic	4.048433476745475	45
25779	beep	4.048790685666188	132
25780	solar	4.051445328877779	25
25781	tutorial	4.055117444902364	52
25782	gradually	4.055117444902365	52
25783	evenly	4.055172436334067	33
25784	freely	4.055172436334067	33
25785	girlfriend	4.0589954244447535	16
25786	anxious	4.061195278537976	32
25787	worthy	4.063591031837247	63
25788	united	4.06573521226654	26
25789	forgot	4.0685465999151695	28
25790	vacuum	4.06854659991517	28
25791	freakin	4.069743821365457	24
25792	dlp	4.074552402401898	45
25793	piano	4.076294709673274	21
25794	con	4.077765744104664	46
25795	obscure	4.077765744104664	46
25796	chase	4.081382147605618	27
25797	praise	4.081382147605618	27
25798	immensely	4.082138096520793	25
25799	outlet	4.0822910579686535	22
25800	texas	4.086796042753363	29
25801	ruin	4.086917435957614	120
25802	industrial	4.0899554981653035	49
25803	shrink	4.090553745773623	23
25804	ec	4.094291036831229	16
25805	stationary	4.095609232224168	58
