	1	2	3	4	5	score	sum
favorate	0	1	0	0	1	-0.1224593312018546	2
atracs3plus	0	0	0	0	2	0.3807970779778823	2
obsurd	2	0	0	0	0	0.3807970779778823	2
plasticize	1	1	0	0	0	0.1224593312018546	2
cat5	0	1	0	0	1	-0.1224593312018546	2
scraching	0	1	0	0	1	-0.1224593312018546	2
mortar	0	1	0	0	1	-0.1224593312018546	2
airconditioning	0	0	0	0	2	0.3807970779778823	2
multidrive	1	0	0	1	0	-0.1224593312018546	2
bacterial	1	0	0	1	0	-0.1224593312018546	2
oed	0	0	0	0	2	0.3807970779778823	2
glovebox	0	0	0	2	0	0.3807970779778823	2
flummox	2	0	0	0	0	0.3807970779778823	2
supersede	0	0	1	0	1	0.0	2
afghanistan	0	1	0	0	1	-0.1224593312018546	2
localized	0	0	0	0	2	0.3807970779778823	2
okey	1	0	0	0	1	-0.2310585786300049	2
blacken	2	0	0	0	0	0.3807970779778823	2
easychild	0	0	0	0	2	0.3807970779778823	2
unfortnately	1	1	0	0	0	0.1224593312018546	2
productid	0	0	1	0	1	0.0	2
forwarned	1	0	1	0	0	0.0	2
invisibly	0	0	0	1	1	0.1224593312018546	2
prized	0	1	1	0	0	0.1224593312018546	2
unconscious	0	0	0	1	1	0.1224593312018546	2
hustle	0	0	0	0	2	0.3807970779778823	2
studious	0	0	0	1	1	0.1224593312018546	2
powershred	0	0	0	0	2	0.3807970779778823	2
geocacher	0	0	0	0	2	0.3807970779778823	2
taiwanese	0	1	0	1	0	0.0	2
excitedly	1	1	0	0	0	0.1224593312018546	2
suddently	1	0	0	0	1	-0.2310585786300049	2
reform	0	0	0	0	2	0.3807970779778823	2
preload	0	0	0	1	1	0.1224593312018546	2
rogue	1	1	0	0	0	0.1224593312018546	2
imporant	0	0	0	1	1	0.1224593312018546	2
rubato	0	0	1	1	0	0.1224593312018546	2
bolts	0	0	0	1	1	0.1224593312018546	2
antsy	0	0	1	1	0	0.1224593312018546	2
collected	1	1	0	0	0	0.1224593312018546	2
suposedly	0	1	0	0	1	-0.1224593312018546	2
thee	0	0	0	1	1	0.1224593312018546	2
rage	1	0	0	0	1	-0.2310585786300049	2
mp10	1	0	0	0	1	-0.2310585786300049	2
recalled	0	0	0	1	1	0.1224593312018546	2
improvised	0	0	0	0	2	0.3807970779778823	2
loom	1	0	0	1	0	-0.1224593312018546	2
soiled	1	0	1	0	0	0.0	2
cyclist	0	0	0	1	1	0.1224593312018546	2
geotagging	0	0	0	0	2	0.3807970779778823	2
lockable	0	0	0	1	1	0.1224593312018546	2
electrified	0	0	0	2	0	0.3807970779778823	2
k10d	0	0	0	1	1	0.1224593312018546	2
essesntially	0	2	0	0	0	0.3807970779778823	2
incorporated	1	0	0	1	0	-0.1224593312018546	2
ih18	0	0	0	2	0	0.3807970779778823	2
noone	0	1	0	0	1	-0.1224593312018546	2
keypress	0	1	0	1	0	0.0	2
applications	0	0	0	1	1	0.1224593312018546	2
4th	1	0	0	0	1	-0.2310585786300049	2
u40t	0	0	0	2	0	0.3807970779778823	2
previews	0	0	1	1	0	0.1224593312018546	2
hulk	0	0	0	1	1	0.1224593312018546	2
atrack3	0	0	0	2	0	0.3807970779778823	2
disturbed	1	0	1	0	0	0.0	2
supentown	2	0	0	0	0	0.3807970779778823	2
preprogammed	0	0	2	0	0	0.3807970779778823	2
carier	0	0	0	2	0	0.3807970779778823	2
rdr	1	0	0	1	0	-0.1224593312018546	2
detatch	1	0	0	0	1	-0.2310585786300049	2
t6420	1	0	0	0	1	-0.2310585786300049	2
lifesized	0	0	0	0	2	0.3807970779778823	2
destabilize	0	0	0	0	2	0.3807970779778823	2
symnrt	1	0	0	0	1	-0.2310585786300049	2
plent	0	0	0	1	1	0.1224593312018546	2
singularly	1	0	0	0	1	-0.2310585786300049	2
straighted	0	0	0	1	1	0.1224593312018546	2
flock	0	1	0	0	1	-0.1224593312018546	2
tediously	0	0	0	1	1	0.1224593312018546	2
stereoscopy	0	0	0	0	2	0.3807970779778823	2
spending	0	0	0	1	1	0.1224593312018546	2
scrabooking	0	0	0	0	2	0.3807970779778823	2
icetune	1	0	0	0	1	-0.2310585786300049	2
recourse	2	0	0	0	0	0.3807970779778823	2
upseting	2	0	0	0	0	0.3807970779778823	2
shareable	0	0	0	0	2	0.3807970779778823	2
drving	0	0	0	1	1	0.1224593312018546	2
relevent	2	0	0	0	0	0.3807970779778823	2
superlight	0	0	0	0	2	0.3807970779778823	2
unsnapped	0	1	0	0	1	-0.1224593312018546	2
consmetically	0	0	0	2	0	0.3807970779778823	2
vacillate	0	0	0	0	2	0.3807970779778823	2
bloom	0	0	0	0	2	0.3807970779778823	2
showtime	0	2	0	0	0	0.3807970779778823	2
autobracketing	0	0	0	0	2	0.3807970779778823	2
blood	0	0	1	0	1	0.0	2
sennhieser	0	0	0	0	2	0.3807970779778823	2
epilepsy	0	0	2	0	0	0.3807970779778823	2
occurs	0	0	0	0	2	0.3807970779778823	2
isdn	0	0	0	2	0	0.3807970779778823	2
wiser	0	1	0	0	1	-0.1224593312018546	2
consideration	1	0	1	0	0	0.0	2
portapro	0	0	0	1	1	0.1224593312018546	2
unbind	0	0	0	2	0	0.3807970779778823	2
hourly	0	0	0	0	2	0.3807970779778823	2
antannae	0	0	1	1	0	0.1224593312018546	2
tuff	0	0	0	0	2	0.3807970779778823	2
disease	0	0	0	0	2	0.3807970779778823	2
degenerative	0	0	0	0	2	0.3807970779778823	2
energetic	0	0	0	0	2	0.3807970779778823	2
sfo	0	1	0	1	0	0.0	2
shissing	2	0	0	0	0	0.3807970779778823	2
versa	0	1	1	0	0	0.1224593312018546	2
procure	1	0	0	1	0	-0.1224593312018546	2
evga	0	0	0	1	1	0.1224593312018546	2
loveable	0	0	0	0	2	0.3807970779778823	2
infernal	0	0	0	1	1	0.1224593312018546	2
kiosk	0	0	0	2	0	0.3807970779778823	2
igual	0	0	0	0	2	0.3807970779778823	2
discolored	0	1	0	0	1	-0.1224593312018546	2
biking	0	0	0	0	2	0.3807970779778823	2
loos	0	1	1	0	0	0.1224593312018546	2
supersonic	0	0	0	1	1	0.1224593312018546	2
magellin	0	0	0	1	1	0.1224593312018546	2
westchester	0	0	0	1	1	0.1224593312018546	2
reads	0	1	1	0	0	0.1224593312018546	2
hoya	0	0	0	0	2	0.3807970779778823	2
perfection	0	0	0	2	0	0.3807970779778823	2
hacked	0	0	0	2	0	0.3807970779778823	2
accurian	2	0	0	0	0	0.3807970779778823	2
eu	1	1	0	0	0	0.1224593312018546	2
flavorful	0	0	0	1	1	0.1224593312018546	2
magellian	1	0	0	0	1	-0.2310585786300049	2
decency	2	0	0	0	0	0.3807970779778823	2
rehargeable	0	0	0	0	2	0.3807970779778823	2
psk	0	0	1	0	1	0.0	2
ipac	0	0	0	1	1	0.1224593312018546	2
pitfall	0	0	0	1	1	0.1224593312018546	2
gained	0	0	0	1	1	0.1224593312018546	2
nc50	0	0	0	1	1	0.1224593312018546	2
tricked	0	0	0	1	1	0.1224593312018546	2
sabotage	0	0	0	2	0	0.3807970779778823	2
deadline	2	0	0	0	0	0.3807970779778823	2
konw	1	0	0	1	0	-0.1224593312018546	2
ipf	0	0	2	0	0	0.3807970779778823	2
allotted	1	0	0	0	1	-0.2310585786300049	2
versitile	0	0	0	0	2	0.3807970779778823	2
hallucinate	0	1	0	1	0	0.0	2
definition	1	0	0	0	1	-0.2310585786300049	2
hcm	0	0	1	1	0	0.1224593312018546	2
quicktimepro	0	0	0	1	1	0.1224593312018546	2
powerbooks	0	1	0	1	0	0.0	2
ward	0	0	0	0	2	0.3807970779778823	2
garvin	0	0	0	0	2	0.3807970779778823	2
skipping	0	0	0	0	2	0.3807970779778823	2
sculpt	0	0	0	1	1	0.1224593312018546	2
hacen	2	0	0	0	0	0.3807970779778823	2
mock	0	1	0	1	0	0.0	2
labeled	0	0	0	1	1	0.1224593312018546	2
strainer	0	0	0	0	2	0.3807970779778823	2
superstore	1	0	0	0	1	-0.2310585786300049	2
eraser	0	0	0	0	2	0.3807970779778823	2
garlic	2	0	0	0	0	0.3807970779778823	2
alienate	2	0	0	0	0	0.3807970779778823	2
smartmedia	0	0	0	0	2	0.3807970779778823	2
ltv32w3	2	0	0	0	0	0.3807970779778823	2
emusic	0	0	0	1	1	0.1224593312018546	2
insect	0	0	0	1	1	0.1224593312018546	2
extertal	0	0	0	2	0	0.3807970779778823	2
gorgeously	1	0	0	0	1	-0.2310585786300049	2
disipointed	1	1	0	0	0	0.1224593312018546	2
gasket	0	0	0	0	2	0.3807970779778823	2
spontaneity	0	0	0	1	1	0.1224593312018546	2
wyoming	0	0	0	1	1	0.1224593312018546	2
unified	0	0	0	0	2	0.3807970779778823	2
diffent	0	0	0	1	1	0.1224593312018546	2
babysat	2	0	0	0	0	0.3807970779778823	2
cliff	0	2	0	0	0	0.3807970779778823	2
filtered	0	0	0	1	1	0.1224593312018546	2
contaminate	0	0	1	1	0	0.1224593312018546	2
wowed	1	0	0	0	1	-0.2310585786300049	2
diopter	0	0	0	0	2	0.3807970779778823	2
ireland	0	0	0	0	2	0.3807970779778823	2
protocol	1	0	0	0	1	-0.2310585786300049	2
reserching	1	0	0	0	1	-0.2310585786300049	2
flatly	0	1	1	0	0	0.1224593312018546	2
apporach	0	2	0	0	0	0.3807970779778823	2
fuller	0	0	0	1	1	0.1224593312018546	2
unholy	0	0	1	1	0	0.1224593312018546	2
video_ts	1	0	0	0	1	-0.2310585786300049	2
manly	0	0	0	1	1	0.1224593312018546	2
spamkiller	2	0	0	0	0	0.3807970779778823	2
masks	1	0	0	0	1	-0.2310585786300049	2
enuf	0	0	1	0	1	0.0	2
untweaked	0	0	0	0	2	0.3807970779778823	2
dreams	0	0	0	0	2	0.3807970779778823	2
inseparable	0	0	0	1	1	0.1224593312018546	2
bid	0	0	0	1	1	0.1224593312018546	2
airbrush	1	0	0	1	0	-0.1224593312018546	2
millimeter	0	0	0	2	0	0.3807970779778823	2
experenced	0	0	0	1	1	0.1224593312018546	2
retreat	0	0	0	1	1	0.1224593312018546	2
iaudio5	0	0	0	1	1	0.1224593312018546	2
accentuate	0	1	0	0	1	-0.1224593312018546	2
reclining	0	1	0	0	1	-0.1224593312018546	2
unfit	0	1	1	0	0	0.1224593312018546	2
htups	1	0	0	0	1	-0.2310585786300049	2
swish	0	1	0	0	1	-0.1224593312018546	2
spa	0	0	1	0	1	0.0	2
bif	2	0	0	0	0	0.3807970779778823	2
aparent	1	0	0	0	1	-0.2310585786300049	2
expidited	1	0	0	1	0	-0.1224593312018546	2
anodized	0	0	2	0	0	0.3807970779778823	2
_______	0	0	0	0	2	0.3807970779778823	2
stubs	0	0	0	0	2	0.3807970779778823	2
ais	2	0	0	0	0	0.3807970779778823	2
arca	0	2	0	0	0	0.3807970779778823	2
rtated	0	0	2	0	0	0.3807970779778823	2
blockbuster	0	1	0	0	1	-0.1224593312018546	2
surpised	0	0	0	1	1	0.1224593312018546	2
lending	0	0	0	0	2	0.3807970779778823	2
affirmative	0	0	1	1	0	0.1224593312018546	2
joined	0	0	0	0	2	0.3807970779778823	2
ligher	0	0	0	1	1	0.1224593312018546	2
scuba	0	0	0	0	2	0.3807970779778823	2
forgetful	0	0	1	1	0	0.1224593312018546	2
erect	1	0	0	0	1	-0.2310585786300049	2
maha	0	0	0	0	2	0.3807970779778823	2
superlightweight	0	0	0	0	2	0.3807970779778823	2
invincible	0	0	0	2	0	0.3807970779778823	2
quilted	0	0	0	0	2	0.3807970779778823	2
applestore	2	0	0	0	0	0.3807970779778823	2
winery	0	0	0	1	1	0.1224593312018546	2
initiative	0	0	0	0	2	0.3807970779778823	2
syncing	0	1	0	1	0	0.0	2
skyscraper	0	0	1	0	1	0.0	2
blip	0	0	0	2	0	0.3807970779778823	2
evotl	0	0	0	0	2	0.3807970779778823	2
immensly	0	0	0	0	2	0.3807970779778823	2
anonymous	0	0	1	1	0	0.1224593312018546	2
attrac3plus	0	0	0	2	0	0.3807970779778823	2
dislocate	0	1	0	1	0	0.0	2
sooth	0	0	0	0	2	0.3807970779778823	2
slimmer	0	0	0	1	1	0.1224593312018546	2
trifold	0	0	0	0	2	0.3807970779778823	2
evangelical	1	0	0	0	1	-0.2310585786300049	2
fs120	1	0	0	1	0	-0.1224593312018546	2
nosie	1	0	0	0	1	-0.2310585786300049	2
cent	1	0	0	0	1	-0.2310585786300049	2
analyzed	0	0	0	2	0	0.3807970779778823	2
rightmost	0	0	1	0	1	0.0	2
exsisted	0	0	0	0	2	0.3807970779778823	2
tease	1	0	0	0	1	-0.2310585786300049	2
ackward	0	0	2	0	0	0.3807970779778823	2
conneted	1	0	0	1	0	-0.1224593312018546	2
el3e	0	0	0	0	2	0.3807970779778823	2
wised	0	0	0	0	2	0.3807970779778823	2
longterm	0	0	0	0	2	0.3807970779778823	2
hightly	1	1	0	0	0	0.1224593312018546	2
beating	0	0	0	0	2	0.3807970779778823	2
hiking	0	0	0	1	1	0.1224593312018546	2
overtax	1	0	0	0	1	-0.2310585786300049	2
womble	0	0	0	2	0	0.3807970779778823	2
smirk	1	0	0	0	1	-0.2310585786300049	2
phew	0	0	0	1	1	0.1224593312018546	2
fading	0	0	0	1	1	0.1224593312018546	2
soundstaging	0	0	0	0	2	0.3807970779778823	2
jabering	0	0	0	0	2	0.3807970779778823	2
mite	0	0	0	1	1	0.1224593312018546	2
lnr	0	0	0	1	1	0.1224593312018546	2
ulman	0	0	0	0	2	0.3807970779778823	2
disembody	0	0	0	2	0	0.3807970779778823	2
prestigious	1	0	0	0	1	-0.2310585786300049	2
accepts	0	0	1	1	0	0.1224593312018546	2
stanley	0	0	0	1	1	0.1224593312018546	2
octopus	0	0	0	1	1	0.1224593312018546	2
rotatable	0	0	0	2	0	0.3807970779778823	2
a10	2	0	0	0	0	0.3807970779778823	2
happenned	2	0	0	0	0	0.3807970779778823	2
n600c	2	0	0	0	0	0.3807970779778823	2
speediest	0	0	0	0	2	0.3807970779778823	2
poked	0	0	0	2	0	0.3807970779778823	2
mediacenter	0	1	0	0	1	-0.1224593312018546	2
ceased	2	0	0	0	0	0.3807970779778823	2
wag	0	1	0	0	1	-0.1224593312018546	2
ancillary	0	0	1	0	1	0.0	2
sp3	0	0	2	0	0	0.3807970779778823	2
sharping	0	0	0	0	2	0.3807970779778823	2
umds	0	0	0	1	1	0.1224593312018546	2
goose	0	1	0	0	1	-0.1224593312018546	2
unsealed	0	1	1	0	0	0.1224593312018546	2
blows	0	0	1	0	1	0.0	2
confusingly	1	0	0	1	0	-0.1224593312018546	2
samuel	0	0	0	0	2	0.3807970779778823	2
wmp11	0	0	0	1	1	0.1224593312018546	2
ea	0	0	0	1	1	0.1224593312018546	2
inexspensive	0	0	0	1	1	0.1224593312018546	2
crunched	0	0	0	2	0	0.3807970779778823	2
injet	0	0	0	2	0	0.3807970779778823	2
tolerated	0	0	1	1	0	0.1224593312018546	2
biz	0	0	0	0	2	0.3807970779778823	2
ee	2	0	0	0	0	0.3807970779778823	2
ointment	0	0	0	2	0	0.3807970779778823	2
belize	0	0	0	2	0	0.3807970779778823	2
snobs	0	0	1	1	0	0.1224593312018546	2
perfomed	1	1	0	0	0	0.1224593312018546	2
craftmanship	0	1	0	0	1	-0.1224593312018546	2
greyscale	0	0	0	0	2	0.3807970779778823	2
exctied	0	0	0	0	2	0.3807970779778823	2
swaddling	0	1	0	0	1	-0.1224593312018546	2
recored	0	0	2	0	0	0.3807970779778823	2
vigilent	0	0	0	1	1	0.1224593312018546	2
snugging	0	0	2	0	0	0.3807970779778823	2
neodymium	0	0	0	2	0	0.3807970779778823	2
digicam	0	0	0	0	2	0.3807970779778823	2
intensify	1	0	0	0	1	-0.2310585786300049	2
gmini	2	0	0	0	0	0.3807970779778823	2
occational	0	0	0	1	1	0.1224593312018546	2
infused	0	0	0	1	1	0.1224593312018546	2
immerse	1	0	0	1	0	-0.1224593312018546	2
m3	0	0	0	0	2	0.3807970779778823	2
ally	0	0	0	1	1	0.1224593312018546	2
landmark	0	0	0	1	1	0.1224593312018546	2
hd215	0	0	0	0	2	0.3807970779778823	2
natrual	0	0	0	2	0	0.3807970779778823	2
broadway	0	0	0	0	2	0.3807970779778823	2
x530	0	0	1	0	1	0.0	2
garmee	0	0	0	2	0	0.3807970779778823	2
artifical	0	0	0	0	2	0.3807970779778823	2
manages	0	1	0	1	0	0.0	2
ddsummary	0	0	0	1	1	0.1224593312018546	2
avsforum	0	0	0	0	2	0.3807970779778823	2
throug	0	0	1	0	1	0.0	2
voiceover	0	0	0	0	2	0.3807970779778823	2
devilishly	0	0	0	2	0	0.3807970779778823	2
motorized	0	0	0	0	2	0.3807970779778823	2
plausible	1	0	0	0	1	-0.2310585786300049	2
guzzle	0	0	0	0	2	0.3807970779778823	2
m35	0	0	0	2	0	0.3807970779778823	2
anglican	2	0	0	0	0	0.3807970779778823	2
ebookman	2	0	0	0	0	0.3807970779778823	2
homebrew	0	0	0	0	2	0.3807970779778823	2
throwing	2	0	0	0	0	0.3807970779778823	2
waterproofness	0	1	0	0	1	-0.1224593312018546	2
attachs	0	1	0	0	1	-0.1224593312018546	2
aquire	0	0	0	1	1	0.1224593312018546	2
ev	0	0	0	0	2	0.3807970779778823	2
ew	0	0	0	1	1	0.1224593312018546	2
garmie	0	0	0	0	2	0.3807970779778823	2
mva	0	0	0	1	1	0.1224593312018546	2
skeptically	0	1	0	1	0	0.0	2
phony	0	0	0	0	2	0.3807970779778823	2
unlatched	0	0	0	0	2	0.3807970779778823	2
ambelight	0	0	0	0	2	0.3807970779778823	2
simplest	1	0	0	0	1	-0.2310585786300049	2
elbo	0	0	2	0	0	0.3807970779778823	2
ching	1	0	1	0	0	0.0	2
cockpit	0	0	1	0	1	0.0	2
alumnimum	0	0	0	1	1	0.1224593312018546	2
highend	0	0	0	1	1	0.1224593312018546	2
forfeit	2	0	0	0	0	0.3807970779778823	2
lyle	0	0	2	0	0	0.3807970779778823	2
touratech	0	0	0	1	1	0.1224593312018546	2
wannabe	0	0	0	0	2	0.3807970779778823	2
statistic	0	0	0	0	2	0.3807970779778823	2
htpc	0	0	0	1	1	0.1224593312018546	2
idiosyncratic	0	0	0	0	2	0.3807970779778823	2
w5	0	0	0	0	2	0.3807970779778823	2
comercially	0	0	0	0	2	0.3807970779778823	2
geeksquad	2	0	0	0	0	0.3807970779778823	2
abut	0	0	0	0	2	0.3807970779778823	2
soso	0	1	1	0	0	0.1224593312018546	2
jarring	0	1	0	0	1	-0.1224593312018546	2
rainx	0	0	0	0	2	0.3807970779778823	2
hatch	0	0	1	0	1	0.0	2
ivory	1	0	0	0	1	-0.2310585786300049	2
modicum	0	1	0	1	0	0.0	2
voltman	2	0	0	0	0	0.3807970779778823	2
canyoneering	0	0	0	0	2	0.3807970779778823	2
wk	0	0	0	0	2	0.3807970779778823	2
ww	0	0	0	0	2	0.3807970779778823	2
sand	0	0	1	0	1	0.0	2
memorial	0	0	0	1	1	0.1224593312018546	2
electromagnetic	0	1	1	0	0	0.1224593312018546	2
undernourished	0	0	0	2	0	0.3807970779778823	2
snapping	0	0	0	0	2	0.3807970779778823	2
wx	0	2	0	0	0	0.3807970779778823	2
altered	0	1	0	0	1	-0.1224593312018546	2
ex81	0	0	1	0	1	0.0	2
nervously	0	0	0	0	2	0.3807970779778823	2
indepth	0	0	0	2	0	0.3807970779778823	2
loreo	0	0	0	0	2	0.3807970779778823	2
minnesota	0	1	0	1	0	0.0	2
insulated	0	0	0	1	1	0.1224593312018546	2
aggregate	0	0	0	1	1	0.1224593312018546	2
maiden	0	0	0	1	1	0.1224593312018546	2
understands	1	0	0	0	1	-0.2310585786300049	2
reemphasize	0	0	0	2	0	0.3807970779778823	2
alread	1	0	0	0	1	-0.2310585786300049	2
anatomy	0	1	0	0	1	-0.1224593312018546	2
writing	1	0	0	1	0	-0.1224593312018546	2
exerciser	0	0	1	0	1	0.0	2
inspected	0	0	1	1	0	0.1224593312018546	2
adcom	0	0	0	1	1	0.1224593312018546	2
extened	0	0	0	1	1	0.1224593312018546	2
intergraded	0	0	0	0	2	0.3807970779778823	2
graded	0	0	0	1	1	0.1224593312018546	2
pkg	0	0	0	0	2	0.3807970779778823	2
smeared	0	1	0	0	1	-0.1224593312018546	2
amperage	0	0	0	1	1	0.1224593312018546	2
bulit	0	0	0	1	1	0.1224593312018546	2
formed	0	1	0	0	1	-0.1224593312018546	2
postage	0	0	0	0	2	0.3807970779778823	2
spaceship	0	0	0	1	1	0.1224593312018546	2
tonite	0	0	0	2	0	0.3807970779778823	2
intutive	1	0	0	1	0	-0.1224593312018546	2
ka009	1	0	0	0	1	-0.2310585786300049	2
hyped	0	0	0	0	2	0.3807970779778823	2
bitch	0	1	0	1	0	0.0	2
streets	0	0	0	1	1	0.1224593312018546	2
durashine	0	2	0	0	0	0.3807970779778823	2
appletv	0	0	0	0	2	0.3807970779778823	2
elegent	0	0	1	1	0	0.1224593312018546	2
macosx	0	0	1	1	0	0.1224593312018546	2
connective	0	0	1	1	0	0.1224593312018546	2
sturdiness	0	0	0	0	2	0.3807970779778823	2
reboxing	0	0	2	0	0	0.3807970779778823	2
caps	1	1	0	0	0	0.1224593312018546	2
coolest	0	0	0	1	1	0.1224593312018546	2
footsteps	0	0	0	2	0	0.3807970779778823	2
unsnapping	0	0	0	2	0	0.3807970779778823	2
studier	0	1	0	1	0	0.0	2
nakamichi	0	0	0	0	2	0.3807970779778823	2
flagship	0	0	0	1	1	0.1224593312018546	2
capt	0	0	0	1	1	0.1224593312018546	2
prepackaged	1	0	0	1	0	-0.1224593312018546	2
everynight	0	0	0	0	2	0.3807970779778823	2
survey	0	0	0	1	1	0.1224593312018546	2
mp450	0	0	0	0	2	0.3807970779778823	2
nc20	1	0	0	0	1	-0.2310585786300049	2
todo	0	0	0	2	0	0.3807970779778823	2
transformed	1	0	1	0	0	0.0	2
alchemy	0	0	2	0	0	0.3807970779778823	2
cm	0	0	0	0	2	0.3807970779778823	2
undocked	1	0	0	0	1	-0.2310585786300049	2
pitched	1	0	0	0	1	-0.2310585786300049	2
improvise	0	0	1	1	0	0.1224593312018546	2
holux	0	0	0	2	0	0.3807970779778823	2
speakeasy	0	0	0	1	1	0.1224593312018546	2
campact	0	0	0	0	2	0.3807970779778823	2
pivots	0	1	0	0	1	-0.1224593312018546	2
groundbreaking	0	0	1	0	1	0.0	2
mags	1	0	0	1	0	-0.1224593312018546	2
trafic	0	0	0	1	1	0.1224593312018546	2
stained	0	0	0	0	2	0.3807970779778823	2
bally	0	0	1	0	1	0.0	2
cooks	2	0	0	0	0	0.3807970779778823	2
msic	0	0	0	2	0	0.3807970779778823	2
arai	0	0	0	0	2	0.3807970779778823	2
acidic	1	0	0	0	1	-0.2310585786300049	2
xc	0	0	0	1	1	0.1224593312018546	2
excellend	0	0	0	0	2	0.3807970779778823	2
rite	0	0	0	0	2	0.3807970779778823	2
diffused	0	1	0	0	1	-0.1224593312018546	2
xx	0	0	0	1	1	0.1224593312018546	2
shields	0	0	0	0	2	0.3807970779778823	2
etymotics	0	0	0	0	2	0.3807970779778823	2
lapel	0	0	0	1	1	0.1224593312018546	2
pronged	1	0	0	0	1	-0.2310585786300049	2
tl	0	0	0	0	2	0.3807970779778823	2
hp5	0	0	0	1	1	0.1224593312018546	2
ks	0	0	1	0	1	0.0	2
confiable	0	0	0	0	2	0.3807970779778823	2
pottying	0	0	0	0	2	0.3807970779778823	2
dvr1600	2	0	0	0	0	0.3807970779778823	2
